id,url,title,content,push_content,region,type,source,ctype,date,time,author,discussion_count,share_count,comment_count,like_count,dislike_count,positive_pushs,neutual_pushs,negative_pushs,sentiment,crawled_at,hit_rate
cbc3ec2f-79a6-5048-82fb-187411408456,https://tw.news.yahoo.com/%E7%88%B6%E8%A6%AA%E7%AF%80%E5%92%96%E5%95%A1%E5%84%AA%E6%83%A0%E4%BE%86%E4%BA%86-%E8%B7%AF%E6%98%93%E8%8E%8E-%E9%80%A36%E5%A4%A988%E6%8A%98-%E8%B6%85%E5%95%86-%E7%AC%AC2%E6%9D%AF8%E5%85%83-063013779.html,父親節咖啡優惠來了！路易莎「連6天88折」、超商「第2杯8元」,"記者劉沛妘／台北報導一年一度的父親節到來，超商及連鎖咖啡紛紛祭出好康優惠，包含即日起至8月11日「路易莎咖啡」咖啡飲品88折；8月8日至8月22日全家便利商店Let’s Café單品咖啡同品項「第2杯8元」，《三立新聞網》為您整理優惠懶人包。x路易莎咖啡即日起至8月11日購買咖啡飲品(不含手沖及超越精品咖啡)享88折，包含經典款咖啡拿鐵、美式和莊園系列都有優惠。不只如此，自8月14日至8月30日路易莎將首次祭出好友分享日，全門市每週一、二、三上午11點前全飲品(不含手沖及超越精品咖啡)「第2杯半價」。xcama café自8月5日起至8月8日父親節於cama café門市購買特大杯經典拿鐵，享2杯88折優惠！只要使用手機註冊cama 會員APP並登入，不限資格即可領取該優惠券。x全家便利商店8月8日父親節至8月22日，凡於全家店舖購買Let’s Café單品咖啡，可享同品項「第2杯8元」(可寄杯，同品項上限10杯)；活動期間購買單品咖啡，還加贈父親節杯墊乙個，每店限量88個，贈完為止。全家會員最愛的隨買跨店取，8月8日至8月10日可享Let’s Café特濃咖啡、私品茶、Fami!ce霜淇淋及酷繽沙超強6折優惠，多杯數只要888元，包含大杯特濃經典美式(冷熱不限)27杯特價888元(原價1,485元)；大杯特濃經典拿鐵(冷熱不限)23杯特價888元(原價1,495元)；私品茶40元系列(口味任選)37杯特價888元(原價1,480元)；私品茶55元系列(口味任選)27杯特價888元(原價1,485元)；酷繽沙系列(口味不限)23杯特價888元(原價1,495元)；Fami!ce霜淇淋(口味不限)30入特價888元(原價1,470元)，每會員每商品限購各2組，兌換期限至113/06/30，一定要囤起來。迎接父親節，即日起於「全家行動購」及會員APP「全+1商城」展開「孝親購物節」，8月31日09：59前於「全家行動購」單筆消費滿1,800元，即可登記抽發財金8,888元，共抽出10名幸運兒，機會難得，試手氣趁現在！「全+1商城」則推出集章趣滿額贈活動，即日起至8月29日，於「全+1商城」消費1元可得1積分，累計消費滿1,000積分，即可換88元全家購物金；消費滿1,500積分，還能再換100元，最高共可換188元購物金。x7-ELEVEN7-ELEVEN即日起集結線上線下陸續推出5大優惠活動，除了CITY系列外，8月5日起限時3天加碼推出「88節三支付指定商品滿額立折」快閃活動，凡就近到近6,800家7-ELEVEN購買啤酒、健美機能、冰品三大類別指定商品，使用icash2.0、icash Pay、OPEN錢包三支付結帳，滿222元立折22元。不只如此，即日起至8月7日，7-ELEVEN全門市推出CITY PRIMA大精品美式「買1送1」、大杯精品拿鐵「買2送1」以及CITY PEARL黑糖珍珠撞奶(冰/熱)、冰珍珠奶茶(特大)、熱珍珠奶茶(大)，任選2杯88元，與CITY TEA優格好多青茶2杯88元。「OPEN POINT行動隨時取」即日起至8月9日，CITY系列指定飲品組合優惠價888元，數量有限，供線上/門市支付購買，每會員可限購4組。現萃茶、精品咖啡為限定門市兌領。還有CITY CAFE超大咖美式/拿鐵(900ml)，任2杯120元，最多省58元，每日限量2000組 (原價178元/組)，限線上支付購買，每日每會員限購2組。",,台灣,新聞,Yahoo,生活,2023-08-06,06:30:13,,,0,0,0,0,0,0,0,中立,,
e7900bfb-c276-5cc3-a6df-4ecf9e4407fc,https://www.facebook.com/100066669522016/posts/623617523203893/,,週末也有優惠！喝起來（安妞）85度C限定8／5「咖啡第二杯25元」　cama推兩杯88折優惠 | ET Fashion | ETtoday新聞雲,,台灣,綠營側翼,臉書,ET Fashion,2023-08-05,19:36:00,ET Fashion,,0,0,1,0,0,0,0,中立,,
89be9001-73d8-5471-981f-59d8df890b0d,https://www.facebook.com/100064557227577/posts/663565712471997/,,cama cafe 慶祝88節 8／5起連續4天 特大杯經典拿鐵2杯88折,,台灣,綠營側翼,臉書,觸mii,2023-08-05,19:20:00,觸mii,,0,1,6,0,0,0,0,中立,,
e735d13e-7352-5828-bec7-dcf9c7f1677c,https://www.ettoday.net/news/20230805/2554841.htm,離職才敢說！前員工曝「星巴克隱藏優惠」　一票人驚：現在才知道,▲星巴克續杯有「隱藏優惠」，很多人都不知道。（示意圖／記者林明瑋攝）網搜小組／劉維榛報導「離職了才敢跟你們分享！」一名正妹透露，曾在星巴克做1年半的她，不曾遇過客人用過1隱藏優惠，連她本身與夥伴也沒用過，而答案揭曉，若當天想續杯的話，只要拿著同個空杯與購買明細，就可在原門市以7折價再喝一杯，還能選擇不同飲品。文章曝光後，引來大批網友驚呆了。一名女網友在分享隱藏版好康，她表示，很多人會去星巴克坐一整天，又覺得點第二杯很貴，只好向店員瘋狂要白開水，而很多人都不知道星巴克有「續杯7折」的優惠。原PO說，客人只要拿著喝完的空杯，加上當天購買的發票或明細，去原門市櫃台說「續杯7折優惠」關鍵字，店員就會幫你打折。原PO也笑稱，此舉或許會讓店員嚇到，「畢竟知道（優惠）的人很少！」原PO接著自曝，之前在星巴克工作1年半，根本沒有客人用此隱藏優惠，她本身也沒使用，甚至連朋友做了4年也不曾遇過。該影片曝光後，底下網友紛紛驚呼「真的可以嗎？我今天點了2杯都原價」、「我也完全不知道，很少會在星巴克坐著喝」、「星冰樂也有嗎」、「原來還有隱藏版優惠！謝謝分享」、「有次剛好待比較久，去櫃檯再點一杯，櫃檯說續杯有打折，我才知道原來有續杯優惠」、「現在才知道」、「實用！推一個」。也有網友回應，「我常用耶，桌上都有貼，很久以前就發現了」。原PO則回應，「對！以前桌上有，很多人不知道，可能是因為有些人會用電腦就沒看到貼在桌面的貼紙了！」▲網友熱議。（圖／翻攝Tik Tok），即起至12月31日，確實有飲料續杯優惠的活動，「同一人於同一門市於同一時段用同一杯子，憑當日原價消費飲料發票，可以七折優惠點購不同飲料」，但不適用於車道服務、外送外賣、電話預訂與行動預點服務。值得注意的是，續杯品項不包含罐裝飲料、含酒精飲料、額外添加燕麥奶客製化收費項目，以及氮氣抹茶那堤、氮氣芙蓉花果茶、氮氣焦糖瑪奇朵、氮氣馥列白。優惠品項依各門市現貨為準。說到連鎖咖啡店好康，85度C在8月份歡慶19周年，於8／5當天，全台門市從上午10點到晚上10點，大杯咖啡系列第二杯25元。此外，在8月每周五咖啡日中大杯咖啡系列第二杯半價，會員在門市單筆一次買2張以上咖啡寄杯卡，結帳時報會員電話，就可抽Xpark水族館門票，每周抽出5位幸運兒共20名；8月底前也限量推出烘焙坊「500元胖卡」，憑卡可消費麵包商品588元，現賺88元，且無使用期限。而cama café自8／5起至8／8父親節，連續4天於實體門市購買特大杯經典拿鐵，可享2杯88折優惠，消費者只要使用手機註冊cama會員APP並登入，不限資格即可領取優惠券。,,台灣,新聞,Ettoday新聞雲,ETtoday新聞雲,2023-08-05,17:21:00,劉維榛,,0,0,0,0,0,0,0,正向,,
c35676e4-c3ff-5662-8575-fbf7c84c3e7f,https://www.facebook.com/100066670523611/posts/631610865737925/,,限定10小時！把握時間～（提米）85度C限定8／5「咖啡第二杯25元」　cama推兩杯88折優惠 | ET Fashion | ETtoday新聞雲,,台灣,綠營側翼,臉書,ETtoday姊妹雲,2023-08-05,14:34:02,ETtoday姊妹雲,,0,0,2,0,0,0,0,中立,,
bc0e390f-6566-5a3f-acec-d43d2cb0d58d,https://fashion.ettoday.net/news/2554001,85度C限定8／5「咖啡第二杯25元」　cama推兩杯88折優惠,記者蔡惠如／綜合報導颱風過後大家都需要輕鬆一下，85度C為迎接自家在台19周年慶，在8月初祭出多重回饋活動，其中促銷最深的就是8／5，當天「限定10小時」於門市購買大杯咖啡系列，可享第二杯25元優惠，最高可打到6.3折，而同時間cama也祭出88節優惠，限時3天特定品項2杯可打88折，星巴克數位優惠活動也正進行，用手指滑滑手機抽張買一送一吧！▲85度C祭出19周年慶優惠。（圖／業者提供）85度C在8月份歡慶19周年，於8／5當天，全台門市從上午10點到晚上10點，大杯咖啡系列第二杯25元。此外，在8月每周五咖啡日中大杯咖啡系列第二杯半價，會員在門市單筆一次買2張以上咖啡寄杯卡，結帳時報會員電話，就可抽Xpark水族館門票，每周抽出5位幸運兒共20名；8月底前也限量推出烘焙坊「500元胖卡」，憑卡可消費麵包商品588元，現賺88元，且無使用期限。▲cama也針對父親節推出3天回饋。（圖／業者提供）cama café自8／5起至8／8父親節，連續4天於實體門市購買特大杯經典拿鐵，可享2杯88折優惠，消費者只要使用手機註冊cama會員APP並登入，不限資格即可領取優惠券。▲八月星巴克持續祭出買一送一好康。（圖／翻攝星巴克咖啡同好會粉絲專頁）星巴克在8／9前持續推出「My Summer Collection 收藏夏天 數位體驗」活動，只要登入，參加數位小遊戲，就有機會可抽買一送一、第二杯半價、2杯6折等優惠券，每個帳號天天都可抽一次，只要輕鬆滑下手機優惠就手到擒來，兌換期間為獲券日後2天，最後兌換至8／11。請注意部分門市不提供此優惠（列表請見文章後方）。路易莎歡慶爸爸節，自8／14至8／30首次祭出好友分享日，全門市每周一、二、三上午11點前全飲品第二杯半價，不含手沖及超越精品咖啡。且8、9月全新推出「哥倫比亞 白朗峰 紫卡杜拉 薇拉水洗」，口感具有百香果、芒果汁與金鑽鳳梨味，質地飽滿、果香香甜多汁，原價140元，出示黑卡享優惠價105元。星巴克優惠活動不適用門市：車道服務、外送外賣、電話預訂與行動預點服務；台積電系列門市、松山機場、松機T2、一航廈3F、新二航廈B2、二航廈4F、二航廈5F、二航廈D3、二航管制4F、小港國際站、青埔、六家、烏日、苗栗高鐵、彰化高鐵、雲林高鐵、嘉義高鐵、台南高鐵、左營高鐵、草山、花蓮和平、洄瀾、宜蘭頭城、福隆觀海、清境、日月潭、中埔穀倉、奇美博物館、墾丁福華、海生館、龍門、101典藏、新莊思源、竹北自強、竹南、市政、彰化金馬、台南東門、岡山、南港高鐵、松山車站、台鐵一、板橋車站、中壢休息站、湖口休息站、西湖休息站、泰安南、泰安北、南投休息站、西螺、東山休息站、關廟南、仁德南、仁德北、時代寓所、台北時代、時代B2、漢中、南科、成大醫院1F、義大城、佛陀館、竹東杞林、雲林麥寮、台南麻豆。,,台灣,新聞,Ettoday新聞雲,ETtoday,2023-08-05,09:56:00,蔡惠如,,0,0,0,0,0,0,0,正向,,
a67b5ad8-663f-5f22-b5b3-839146457df3,https://pchome.megatime.com.tw/news/cat1/20230805/16911721208741541003.html,一卡通手機轉帳更便利 TPASS補助3.6萬人未申請,記者 范詩敏 報導電子票證業者再出奇招，推出各式便利服務和超可愛的電子票證圈粉。一卡通開通iPASS MONEY「手機門號跨行轉帳服務」，讓民眾轉帳更便利；悠遊付攜手人氣手搖飲業者，祭出最高20%回饋，另外，購買TPASS悠遊卡的民眾，可以領取交通部公路總局補助購卡的100元；愛金卡則發行可愛爆表的「好想兔渣凳店禮盒」、「統一麵迷你號icash2.0」。一卡通公司宣布開通iPASS MONEY「手機門號跨行轉帳服務」，用戶可透過手機快速與LINE好友互相轉帳，也能使用「手機門號」取代銀行帳號或電子支付帳號，輕鬆收款或跨機構轉帳，只要以同一手機門號，綁定多個銀行帳號及iPASS MONEY帳戶作為收款帳戶，搭配24小時即時入帳通知機制，讓收匯款變得超easy。即日起到今(2023)年底前，以iPASSMONEY綁定手機門號轉帳，月月有機會抽中500元儲值金。而悠遊付則從8月起至9月30日，在大苑子、龜記茗品全新上線，並攜手全台清心福全、CoCo都可、鮮茶道、可不可熟成紅茶、中區50嵐、天仁喫茶趣ToGo等13個手搖品牌、高達數千家門市力推好康。像是持悠遊付到大苑子、龜記茗品消費，每筆扣款享10%回饋，疊加「悠遊樂飲 天天現金回饋最高10%」活動，總共能拿20%回饋金。同時，使用悠遊付在清心福全、CoCo都可、鮮茶道、可不可熟成紅茶、中區50嵐、大苑子、龜記茗品、天仁喫茶趣ToGo、康青龍、鮮自然、春陽茶事、識好茶、思茶買飲料，每筆可領8%好康，加上「天天悠遊付筆筆回饋2%」，等於喝手搖還能賺10%回饋金。另外，悠遊卡公司表示，購買TPASS悠遊卡的民眾，可領取交通部公路總局補助購卡的100元。根據統計，截至7月底已售出10.4萬張卡片，共有6.8萬人登錄申請，其中4.5萬人已靠卡領錢，還有3.6萬人尚未登錄。提醒購卡民眾，取得卡片後至悠遊卡官網「買TPASS悠遊卡，登錄就領100」網頁，輸入悠遊卡卡號、檢查碼、身分證字號及生日，即可完成登錄，再到４大超商或美廉社靠卡領回100元儲值金。愛金卡公司再度攜手插畫「好想兔」，打造全新「好想兔渣凳店禮盒」，8月22日開賣。禮盒外觀就像一家早餐店，打開禮盒是早餐店內部布置，日常感滿滿宛如巷口的早餐店，盒內附贈桌子、板凳、三明治、漢堡、立牌黑板…等小配件，其中煎台人員造型的好想兔公仔為icash2.0本體，可當作吊飾隨身攜帶也能加入場景擺設，有趣又實用。同時將統一麵製作成「統一麵迷你號icash2.0」，8月8日正式發售，外盒以經典肉燥風味設計，打開後即可看到卡片本體，共有肉燥風味、肉骨茶風味、鮮蝦風味及蔥燒牛肉風味等4種款式，採用「盲盒」方式販售，4種風味將隨機出現，帶給民眾開盒瞬間的驚喜，購買卡片還有機會得到「統一麵肉燥風味(特大號)/蔥燒牛肉風味五合一袋麵」１袋。原文出處一卡通手機轉帳更便利 TPASS補助3.6萬人未申請相關文章中國信託中油聯名卡，新戶享超質感玫瑰金行李箱等好禮3三選1(舊戶也有禮)【懶人包】推薦2023必辦15張「夯」信用卡，拿獨家首刷好禮看這篇【懶人包】2023悠遊卡/一卡通/icash聯名卡自動加值回饋整理 icash Pay使用攻略》2023支付優惠，綁信用卡/帳戶回饋整理！(最新)懶人包》2023 下半年 行動支付高回饋18張信用卡推薦2023喝咖啡行動支付攻略｜星巴克、路易莎、cama這樣刷最省錢！,,台灣,新聞,pchome股市,股市,2023-08-05,02:02:00,,,0,0,0,0,0,0,0,正向,,
6e1df31d-d28a-5b7e-a1b1-ab495dd9b9e9,http://news.pchome.com.tw/finance/cardu/20230805/index-16911721208741541003.html,一卡通手機轉帳更便利 TPASS補助3.6萬人未申請,記者 范詩敏 報導電子票證業者再出奇招，推出各式便利服務和超可愛的電子票證圈粉。一卡通開通iPASS MONEY「手機門號跨行轉帳服務」，讓民眾轉帳更便利；悠遊付攜手人氣手搖飲業者，祭出最高20%回饋，另外，購買TPASS悠遊卡的民眾，可以領取交通部公路總局補助購卡的100元；愛金卡則發行可愛爆表的「好想兔渣凳店禮盒」、「統一麵迷你號icash2.0」。一卡通公司宣布開通iPASS MONEY「手機門號跨行轉帳服務」，用戶可透過手機快速與LINE好友互相轉帳，也能使用「手機門號」取代銀行帳號或電子支付帳號，輕鬆收款或跨機構轉帳，只要以同一手機門號，綁定多個銀行帳號及iPASS MONEY帳戶作為收款帳戶，搭配24小時即時入帳通知機制，讓收匯款變得超easy。即日起到今(2023)年底前，以iPASSMONEY綁定手機門號轉帳，月月有機會抽中500元儲值金。而悠遊付則從8月起至9月30日，在大苑子、龜記茗品全新上線，並攜手全台清心福全、CoCo都可、鮮茶道、可不可熟成紅茶、中區50嵐、天仁喫茶趣ToGo等13個手搖品牌、高達數千家門市力推好康。像是持悠遊付到大苑子、龜記茗品消費，每筆扣款享10%回饋，疊加「悠遊樂飲 天天現金回饋最高10%」活動，總共能拿20%回饋金。同時，使用悠遊付在清心福全、CoCo都可、鮮茶道、可不可熟成紅茶、中區50嵐、大苑子、龜記茗品、天仁喫茶趣ToGo、康青龍、鮮自然、春陽茶事、識好茶、思茶買飲料，每筆可領8%好康，加上「天天悠遊付筆筆回饋2%」，等於喝手搖還能賺10%回饋金。另外，悠遊卡公司表示，購買TPASS悠遊卡的民眾，可領取交通部公路總局補助購卡的100元。根據統計，截至7月底已售出10.4萬張卡片，共有6.8萬人登錄申請，其中4.5萬人已靠卡領錢，還有3.6萬人尚未登錄。提醒購卡民眾，取得卡片後至悠遊卡官網「買TPASS悠遊卡，登錄就領100」網頁，輸入悠遊卡卡號、檢查碼、身分證字號及生日，即可完成登錄，再到４大超商或美廉社靠卡領回100元儲值金。愛金卡公司再度攜手插畫「好想兔」，打造全新「好想兔渣凳店禮盒」，8月22日開賣。禮盒外觀就像一家早餐店，打開禮盒是早餐店內部布置，日常感滿滿宛如巷口的早餐店，盒內附贈桌子、板凳、三明治、漢堡、立牌黑板…等小配件，其中煎台人員造型的好想兔公仔為icash2.0本體，可當作吊飾隨身攜帶也能加入場景擺設，有趣又實用。同時將統一麵製作成「統一麵迷你號icash2.0」，8月8日正式發售，外盒以經典肉燥風味設計，打開後即可看到卡片本體，共有肉燥風味、肉骨茶風味、鮮蝦風味及蔥燒牛肉風味等4種款式，採用「盲盒」方式販售，4種風味將隨機出現，帶給民眾開盒瞬間的驚喜，購買卡片還有機會得到「統一麵肉燥風味(特大號)/蔥燒牛肉風味五合一袋麵」１袋。原文出處一卡通手機轉帳更便利 TPASS補助3.6萬人未申請相關文章中國信託中油聯名卡，新戶享超質感玫瑰金行李箱等好禮3三選1(舊戶也有禮)【懶人包】推薦2023必辦15張「夯」信用卡，拿獨家首刷好禮看這篇【懶人包】2023悠遊卡/一卡通/icash聯名卡自動加值回饋整理 icash Pay使用攻略》2023支付優惠，綁信用卡/帳戶回饋整理！(最新)懶人包》2023 下半年 行動支付高回饋18張信用卡推薦2023喝咖啡行動支付攻略｜星巴克、路易莎、cama這樣刷最省錢！,,台灣,新聞,PChome 新聞,財經,2023-08-05,02:02:00,,,0,0,0,0,0,0,0,正向,,
56a9fa6f-3dd5-5088-8e9e-02923219bc9f,https://n.yam.com/Article/20230805428350,一卡通手機轉帳更便利　TPASS補助3.6萬人未申請,記者 范詩敏 報導 　　電子票證業者再出奇招，推出各式便利服務和超可愛的電子票證圈粉。一卡通開通iPASS MONEY「手機門號跨行轉帳服務」，讓民眾轉帳更便利；悠遊付攜手人氣手搖飲業者，祭出最高20%回饋，另外，購買TPASS悠遊卡的民眾，可以領取交通部公路總局補助購卡的100元；愛金卡則發行可愛爆表的「好想兔渣凳店禮盒」、「統一麵迷你號icash2.0」。　　一卡通公司宣布開通iPASS MONEY「手機門號跨行轉帳服務」，用戶可透過手機快速與LINE好友互相轉帳，也能使用「手機門號」取代銀行帳號或電子支付帳號，輕鬆收款或跨機構轉帳，只要以同一手機門號，綁定多個銀行帳號及iPASS MONEY帳戶作為收款帳戶，搭配24小時即時入帳通知機制，讓收匯款變得超easy。即日起到今(2023)年底前，以iPASSMONEY綁定手機門號轉帳，月月有機會抽中500元儲值金。　　而悠遊付則從8月起至9月30日，在大苑子、龜記茗品全新上線，並攜手全台清心福全、CoCo都可、鮮茶道、可不可熟成紅茶、中區50嵐、天仁喫茶趣ToGo等13個手搖品牌、高達數千家門市力推好康。像是持悠遊付到大苑子、龜記茗品消費，每筆扣款享10%回饋，疊加「悠遊樂飲　天天現金回饋最高10%」活動，總共能拿20%回饋金。　　同時，使用悠遊付在清心福全、CoCo都可、鮮茶道、可不可熟成紅茶、中區50嵐、大苑子、龜記茗品、天仁喫茶趣ToGo、康青龍、鮮自然、春陽茶事、識好茶、思茶買飲料，每筆可領8%好康，加上「天天悠遊付筆筆回饋2%」，等於喝手搖還能賺10%回饋金。　　另外，悠遊卡公司表示，購買TPASS悠遊卡的民眾，可領取交通部公路總局補助購卡的100元。根據統計，截至7月底已售出10.4萬張卡片，共有6.8萬人登錄申請，其中4.5萬人已靠卡領錢，還有3.6萬人尚未登錄。提醒購卡民眾，取得卡片後至悠遊卡官網「買TPASS悠遊卡，登錄就領100」網頁，輸入悠遊卡卡號、檢查碼、身分證字號及生日，即可完成登錄，再到４大超商或美廉社靠卡領回100元儲值金。　　愛金卡公司再度攜手插畫「好想兔」，打造全新「好想兔渣凳店禮盒」，8月22日開賣。禮盒外觀就像一家早餐店，打開禮盒是早餐店內部布置，日常感滿滿宛如巷口的早餐店，盒內附贈桌子、板凳、三明治、漢堡、立牌黑板…等小配件，其中煎台人員造型的好想兔公仔為icash2.0本體，可當作吊飾隨身攜帶也能加入場景擺設，有趣又實用。　　同時將統一麵製作成「統一麵迷你號icash2.0」，8月8日正式發售，外盒以經典肉燥風味設計，打開後即可看到卡片本體，共有肉燥風味、肉骨茶風味、鮮蝦風味及蔥燒牛肉風味等4種款式，採用「盲盒」方式販售，4種風味將隨機出現，帶給民眾開盒瞬間的驚喜，購買卡片還有機會得到「統一麵肉燥風味(特大號)/蔥燒牛肉風味五合一袋麵」１袋。原文出處一卡通手機轉帳更便利　TPASS補助3.6萬人未申請相關文章中國信託中油聯名卡，新戶享超質感玫瑰金行李箱等好禮3三選1(舊戶也有禮)【懶人包】推薦2023必辦15張「夯」信用卡，拿獨家首刷好禮看這篇【懶人包】2023悠遊卡/一卡通/icash聯名卡自動加值回饋整理 icash Pay使用攻略》2023支付優惠，綁信用卡/帳戶回饋整理！(最新)懶人包》2023 下半年 行動支付高回饋18張信用卡推薦2023喝咖啡行動支付攻略｜星巴克、路易莎、cama這樣刷最省錢！,,台灣,新聞,yam蕃薯藤,即時新聞,2023-08-05,02:02:00,,,0,0,0,0,0,0,0,正向,,
fb417cda-4784-5abf-a860-cc3f0bb30b21,https://www.ptt.cc/bbs/Gossiping/M.1691157692.A.3FA.html,[問卦] 中年大叔明天停機？,步入40歲後剛好碰到PTT停機大叔要睡晚一點睡到自然醒但是停機到晚上7點共12hr好久喔沒有PTT的日子大叔能做啥？1、去星巴克2、去cama3、去路易莎4、去85度C瓜,,台灣,ptt 政治,批踢踢實業坊,Gossiping,2023-08-04,22:01:30,squard,,0,12,5,1,0,0,0,中立,,
b4921e28-59b2-5980-b9f0-7a4a98b7ed52,https://www.facebook.com/100064389981613/posts/682979647191695/,,《鬆菸下午茶4選 🍰☕》是不是常常看完展覽、逛完文創店家後想坐下來放鬆卻煩惱要去哪裡才好呢？或是想細細品味古蹟卻常常被炎熱的太陽☀️勸退了呢？快跟著以下推薦，讓大家來鬆菸好逛好吃又好玩！ ▎ 光一 GUANG YI Cafe 過去菸廠員工兒女遊憩的育嬰室現在成為愜意十分的咖啡館☕  結合松山菸廠特色的限定美食更是不能錯過！「煙燻烏梅的節奏藍調」將煙燻烏梅融入布丁🍮 嚐一口帶你回到過往松山菸廠的氛圍裡。▎ 豆留文青 Cama Coffee Roasters  松山菸廠重要動力來源的鍋爐房以咖啡廳的樣貌再次啟動！烘豆室與鍋爐房煙囪，兩個新舊動力相互交會「鬆菸招牌雪茄」其實是提拉米蘇！ 還有可以喝的歷史建築「煙囪拿鐵」☕讓你除了視覺上，在味覺上也充滿鬆菸的歷史感▎ Beryl & Co.  臺灣茶與德國花草絕美交會🌼Beryl&Co. 臺灣茶香檳與減糖馬卡龍刻劃出絕美鬆菸印象剛剛好的甜，剛剛好的回甘，給講究生活的你🌱▎ Island133     以金屬條狀元素呼應其機械修理廠之歷史空間，賦予其新的靈魂—松山文創園區的中島🍴歡迎大家不妨找一天來場愜意的下午茶甜點之旅🧁記得提前預約喔!在古蹟鍋爐房、機械修理廠裡喝咖啡、嚐美食，何嘗不也是體驗古蹟的一種方式呢！歡迎大家來鬆菸讓味蕾也染上文青的氣息吧~😚#下午茶 #臺北下午茶 #臺北甜點 #松山文創園區 #鬆菸 #咖啡 #咖啡廳 #光一一個時間 #豆留文青 #cama #馬卡龍 #提拉米蘇 #古蹟咖啡 #臺北咖啡廳 #臺北カフェ #coffeeshop #songshanculturalpark #songyan,,台灣,綠營側翼,臉書,松山文創園區 SCCP Taipei,2023-08-04,20:00:22,松山文創園區 SCCP Taipei,,5,0,37,0,0,0,0,中立,,
bc643b62-8b72-557b-8726-69bf80f310eb,https://www.facebook.com/100064361842934/posts/659103742911681/,,熱力無限∞ #8月活動報報 🥳優惠攻略看過來！貼心彙整🅟點大放送💛 暑假累積點數 #全支付活動資訊請點☞ https://reurl.cc/dDbnV6☞ 累點攻略精華整理 ☜➊ #OKmart 筆筆𝟭𝟬%回饋｜200🅟➋ #瓦城、1010湘、非常泰、YABI Kitchen 筆筆𝟭𝟬%回饋｜200🅟➌ #cama cafe' 筆筆享 𝟮𝟬%回饋｜200🅟➍ #摩曼頓 滿額享 𝟲%回饋｜250 🅟➎ #摩曼頓 新戶滿千送百｜限量500名➏ #ATT 4 FUN、ATT筷食尚、ATT valley 筆筆𝟭𝟬%回饋｜100🅟➐ #DCC碧潭廣場、DCC洄瀾廣場、DCC羅東廣場 筆筆𝟭𝟱%回饋｜80🅟 ➑ #DK呼吸空氣鞋 筆筆享 𝟲%回饋｜無上限🅟🧚‍♀ 貼到心坎裡的小編 #小叮嚀☆結帳勿勾選全點折抵（以實付金額計算回饋金）☆活動額滿時全支付APP主畫面右上角🔔會有提示通知☆詳細活動辦法請參閱各品牌活動頁為準消費同時累積點數，全面支援你為何而付！#歡迎使用全支付 #pxpayplus #電子支付 #八月優惠情報,,台灣,綠營側翼,臉書,全聯福利中心,2023-08-04,16:00:05,全聯福利中心,,5,2,56,0,0,0,0,正向,,
4071fc7a-65ec-50fe-9e4a-9ffa84f54fe2,https://ctee.com.tw/livenews/ch/ctee/A03601002023080411084933,cama cafe 祝爸爸們88節快樂，8/5起連續4天特大杯經典拿鐵2杯88折,祝天下爸爸們父親節快樂！cama cafe自8月5日起至8月8日父親節，連續4天於門市購買特大杯經典拿鐵，享2杯88折優惠。cama cafe'表示，只要使用手機註冊cama 會員APP並登入，不限資格即可領取該優惠券。,,台灣,新聞,工商時報,生活,2023-08-04,08:00:00,姚舜,,0,0,0,0,0,0,0,正向,,
7a89e3ff-bbbe-55ac-a975-feeee290f6db,https://www.facebook.com/100064389981613/posts/681821320640861/,,鬆菸一角-實習生的視角EP.3古蹟的多元化應用！本週實習生的視角要帶大家瞭解松山文創園區的建築本身！園區過去日治時期是臺灣總督府專賣局松山煙草工場，後來國民政府改成臺灣省菸酒公賣局松山菸廠，直到2011年松山文創園區開放才是現在大家熟悉的樣貌。在成為松山文創園區開園前有歷經過一次大整修，將空廠房修復並加入現代化的裝置（冷氣、電燈、管線等等）讓大家有舒適的逛展空間，而園區內隨處可見的古董消防栓，是因為過去菸草易燃的特性而設定，隨著時代的變化更改成現代消防措施，而舊的消防栓箱轉變成走道旁的展品，歡迎大家經過時可以停下來欣賞。而最新一次重大修復是鍋爐房，整修前煙囪比較破碎，修復時花費許多心力才呈現現在的樣貌，過去是用來產生動力，如今由CAMA豆流文青進駐後經常傳出陣陣咖啡香。因為園區是市定古蹟在使用上都需要符合文化資產儲存法的規範，下次大家來時可以多多觀察這個具有多元性的文創基地。那究竟文化遺產的再利用與SDGs有什麼關係呢？那就是第十一項永續城鄉相關的議題！保護文化遺產，讓已經停產的工廠轉型成一個人潮絡繹不絕的文創園區，使得這個空間不僅是被保護起來，更往永續經營的目標邁進！鬆菸一角-實習的視角EP.3，期待下週不同的發現！讓我們跟著實習小編的角度一起發現園區中結合SDGs的各項內容！#SDGs11 #永續城鄉 #松山文創園區 #古蹟修復 #古蹟再利用,,台灣,綠營側翼,臉書,松山文創園區 SCCP Taipei,2023-08-02,20:10:44,松山文創園區 SCCP Taipei,,3,0,36,0,0,0,0,正向,,
